,Reviewer Name,Rating,review name,Date,Verified Purchase,Review Text,Helpful Count
,Walter B.,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2021",,Highly recommend this for anyone who drives frequently.,
,Robert Harrison,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2019",,"Surpasses expectations. This little tire pump inflates in a B I G way. From a full charge, the pump inflated our 2.75 x 15 front passenger tire on my Chevy 3500 RV from nearly flat to 50lbs. So good I bout four. One for myself and one for each of my three sons! so small it fits easily in the glove box.",
,MGS,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2021",,It’s a very practical and highly effective piece of equipment.,
,Eric,3.0 out of 5 stars,"3.0 out of 5 stars
  Works but has issues","Reviewed in the United States on September 11, 2025",No,The inflator works but the hose is a bit short and it gets warm quickly. The digital display is nice. It's good enough for occasional use.,5 people found this helpful
,GB6314,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on September 28, 2024",,Excellent product,
,Barbara,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2017",,"Used it for the first time day before yesterday. It was simple to use, easy to connect, and worked like a champion! Great product that will save you wasting time trying to find a gas station with a working tire inflator!",
,Scott Gresko,4.0 out of 5 stars,"4.0 out of 5 stars
  Highly recommended","Reviewed in the United States on September 28, 2025",No,"Review PROS: Focus is on the amount of air being moved versus battery capacity. It added 3 PSI to all 4 of my my P235/55R19 tires for my hybrid Tucson in about 6 - 7 minutes total as the airflow is a fast 35 LPM. It has a nice long air hose that is almost 20 inches and it is the screw type Schrader valve which I've been looking for. I have large hands and I am a Sr. Citizen. By the time I find the Schrader valve on the tire it's buried inside the fancy wheel rims that come with the SUV. So I prefer the screw on type as I lose less air than I do with the clip on type. I am not enamored with the clip on type which is using a plastic lock and I really question how long that will work and not break. This is why I bought this model versus the newer model that actually has 45LPM and it comes with a storage case for the same price as I paid for this model. The manufacturer claims 40 minutes continuous battery use which is more than enough to fill ~ 20 tires but that's based on smaller tire dimensions, usually they are quoting 16 or 17-in width tires versus my 19-in. Many of my retired friends feel the same way as it's much easier for us to deal with the screw on Schrader valve than it is the press on lock type hose fitting. If the new model had the screw on type I would have bought that as it would have saved me some money but that's how strongly I feel about having the screw on type air hose. With the reduced amperage on the battery it makes it much lighter and also smaller. I found the case that holds all the fittings in the air hose in a much smaller dimension case that easily fits into my Tucson or RAV 4 glove boxes. It has a bag to hold all the cords and attachments. It has strong air transfer claiming 4X faster air transfer which is the key thing. (Who needs four hours of continuous battery capacity?? At that point I'll pull out my small air compressor and get it all done < half that time)! I attached a photo of the new case versus the old case I procured for a different model that had a 25,000 aMh battery so that was the case that fit for that type of unit The display is bright and pretty intuitive settings on thev AP1001. I have updated my review to five stars for two reasons: I used this on a recent road trip to Oregon and California. I aired up my tires four times and the battery was still charged up enough to NOT be in the red. Also the customer service as mentioned by a few people is very good. I called to register this product for the warranty which is 18 months and they actually upgraded to 2 years which is one of the better warranties out there. CONS: the new model uses the press on type connector versus the screw on air hose. Plus the new model is the same price as the old model with better performance and an includes a storage case with it. It would also be nice to come with the cigarette lighter extension so you had dual power as many of the other competing models do but not that big of a deal to me.",4 people found this helpful
,Alexis Urrutia,1.0 out of 5 stars,"1.0 out of 5 stars
  Disappointed",,,This didn't work as expected. The battery died after one use and it took forever to inflate my tire. Not worth the money.,
,edward dunn,5.0 out of 5 stars,"5.0 out of 5 stars
  Great buy","Reviewed in the United States on August 28, 2024",,I love this tool. No needed trips to the gas station or Costco for air and very easy to use.,
,Sarah,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2021",,Durability,
,Mark O'Quinn,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2019",,"I was very pleased with the Airmoto Tire Inflator. The wife's vehicle had several fluxuations in the tire inflation monitored by the onboard systems. I simply set a standard pressure on the Airmoto and let it fill all the tires to same pressure setting. Thus resolving the varying pressure indications and silencing the alarm on the onboard monitor.
 The wife was pleased and understood how to resolve any future discrepencies by using the Airmoto to insure proper
 inflation.",
,George,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2018",,"It’s the easiest, most efficient way to put air in your tires.",
,Brenda,5.0 out of 5 stars,"5.0 out of 5 stars
  Airmoto - Love this Air Pump!","Reviewed in the United States on February 20, 2025",No,It's extremely powerful for something that fits in my jacket pocket.,23 people found this helpful
,Steven,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2018",,"A necessity. I dont recall any suggestions to purchase this charger cord when i bought the inflator. I just assumed …. Luckily a year later the charger to match the inflator was still available with help from Rufus! Otherwise, I probably would have had to buy everything all over again.",
,frozen01,5.0 out of 5 stars,"5.0 out of 5 stars
  Seems to work well","Reviewed in the United States on May 5, 2025",No,The small hose stores neatly inside the unit for maximum compactness.,30 people found this helpful
,James,5.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on September 28, 2023",,Used it this morning. All four tires needed air. Quick and easy to use!,
,Henry,4.0 out of 5 stars,"4.0 out of 5 stars
  Airmoto","Reviewed in the United States on August 28, 2025",No,I filled my car and motorcycle tires quickly and accurately.,3 people found this helpful
,Sophia,5.0 out of 5 stars,,,,I used it right out of the box and was impressed instantly.,
,Christy Estes,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on February 20, 2024",,I received the Airmoto quickly and it was packaged well.. it is for a Christmas gift so hasn’t been used. Nice n compact to be taken anywhere or leave in glove box.,
,Joshua Jarvis,2.0 out of 5 stars,"2.0 out of 5 stars
  Not what I expected","Reviewed in the United States on May 5, 2020",,"For the price, I expected better performance. It struggles with larger tires and gets very hot. The accessories are cheap feeling.",
,Joseph,5.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on May 5, 2022",,"I just got this portable air compressor from Amazon, and I'm honestly impressed. First off, the 25000mAh battery lasts a long time — I used it to top off all four car tires and still had power left. It's fast too! Way quicker than my old pump — inflated my tire from 28 to 35 PSI in just a couple of minutes.
 

 I also love that it's cordless — no more fumbling with wires or needing to be near a power outlet. The digital screen is clear, and the auto-stop feature when it hits the desired pressure is a nice touch. It’s compact enough to keep in the car without taking up much space.
 

 I’ve already used it on my car and my bike, and it works great for both. Highly recommend this if you're looking for something reliable, fast, and super convenient.",
,Daniel C.,4.0 out of 5 stars,"4.0 out of 5 stars
  Very good, wish it was quieter","Reviewed in the United States on November 22, 2025",Yes,"This inflator performs really well. Fast, accurate, and the battery lasts a decent amount of time. My only gripe is how loud it is - sounds like a small vacuum. Would be 5 stars if quieter.",11 people found this helpful
,Kathleen,5.0 out of 5 stars,,,,airs up a little slow but it's worth it in a tight situation. Gets the pressure up ok. Probably could find one of cheaper value of the money that does about the same. easy to store.,
,Betty,5.0 out of 5 stars,"5.0 out of 5 stars
  Excellent product","Reviewed in the United States on May 5, 2024",,No more messy cables or searching for an external power source.,
,Perrocafe,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2019",,"Life saver! It airs up my tires so fast! The battery life is impressive! I used it 8 times before I had to recharge it so it wasn’t a one and done! It’s super functional as we’ve used it to blow up pool floats, car tires, footballs! It’s an amazing price too! The size is perfect for your glove box without taking up all the room!",
,Tony Borrego Jr,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2022",,I use this weekly to maintain optimal fuel efficiency.,
,Joel,5.0 out of 5 stars,"5.0 out of 5 stars
  Good product - Best Buy Ever","Reviewed in the United States on August 28, 2025",No,The convenience of this inflator cannot be overstated.,3 people found this helpful
,Michael,1.0 out of 5 stars,"1.0 out of 5 stars
  Waste of money","Reviewed in the United States on March 12, 2021",,Stopped working after two weeks. The motor makes a weird grinding noise and doesn't inflate properly anymore. Very disappointed.,
,Theresa N Riley,3.0 out of 5 stars,"3.0 out of 5 stars
  Works but has issues","Reviewed in the United States on February 20, 2018",,The inflator works but the hose is a bit short and it gets warm quickly. The digital display is nice. It's good enough for occasional use.,
,Wumyster,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2021",,I am very happy with the quality and overall value.,
,Thomas,4.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on September 28, 2022",,"I recently acquired the MODARI Tire Inflator Portable Air Compressor, and it's been a real game-changer. This little gadget is so efficient, it could probably inflate my ego if I let it.​
 

 First off, it's compact and lightweight—about the size of a burrito, but far more satisfying. It fits snugly in my glove compartment, ready to spring into action whenever I need it.​
 

 The 160 PSI power is no joke. It inflated my car tire from 30 PSI to 36 PSI faster than I could finish humming the chorus of ""Pump Up the Jam."" I half-expected it to start beatboxing.​
 

 The digital display is clear and easy to read, even for someone like me who struggles to set the microwave clock. And the auto shut-off feature? A lifesaver. No more overinflated surprises.​
 

 But here's the kicker: it's not just for tires. I've used it to inflate basketballs, pool toys, and even a deflated air mattress during a camping trip. It's like the Swiss Army knife of air compressors.​
 

 In conclusion, the MODARI Tire Inflator is a must-have for anyone who values convenience, efficiency, and a touch of fun in their gadgets. It's the only kind of inflation I welcome with open arms.",
,Anthony,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2021",,I bought it on sale and truly got my money's worth.,
,Sophia,4.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on May 5, 2022",,Perfect for topping off tires that have a very slow leak.,
,Zenita,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on September 11, 2024",,Used once on 4 tires works as advertised and I agree with many other 5 starts comments around. Cannot comment on durability,
,Nicholas,2.0 out of 5 stars,"2.0 out of 5 stars
  Meh, it's okay I guess","Reviewed in the United States on March 12, 2022",,It works but barely. Takes way too long to inflate a tire and the battery drains super fast. Expected better for the price.,
,Gregory,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2018",,It’s reliable and has never let me down since I purchased it.,
,William,3.0 out of 5 stars,"3.0 out of 5 stars
  Decent but not great","Reviewed in the United States on May 5, 2018",,It gets the job done but it's not the fastest. Battery life is acceptable. Good to have in the car for emergencies but I wouldn't rely on it exclusively.,
,Andrew,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2017",,"The charge time is fast, making it ready whenever I need it.",
,MGS,5.0 out of 5 stars,,,,I used it on my ATV tires and it worked like a champion.,
,Joanna Wu,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2019",,I was back on the road in minutes thanks to this tiny pump.,
,JSScott,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on August 28, 2024",,"I have been looking for another air inflator to take along with me when I go riding or side by siding, so I looked in to getting this one. The functionality of this air compressor is amazing! The size, speed of inflating tires, and heat level is great. I have no complaints! I love the compact size so you can literally carry it in your backpack, the luggage dept on motorcycles, or in the trunk of your vehicles. The design is very sleek and all the components are very nice as well. Using this in rainy weather has not deterred it either, it is very durable in all types of weather.",
,wngs,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2017",,Tire Inflator Portable Air Compressor works perfectly. I was able to fill all my tires from 30 or 31 PSI to 36 PSI in less than 10 minutes. Device came fully charged. Very happy with this purchase thus far. Delivery was excellent also.,
,Diane,2.0 out of 5 stars,"2.0 out of 5 stars
  Could be better","Reviewed in the United States on May 5, 2018",,It does inflate tires but it's very slow and noisy. The battery indicator isn't accurate either. Somewhat useful but disappointing.,
,John,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2018",,I used it to inflate my lawn mower tires without a hitch.,
,Joshua,5.0 out of 5 stars,5.0 out of 5 stars,"Reviewed in the United States on February 20, 2023",,One of the best purchases ever! Easy to use. Instructions were perfect. We just keep it charged and in our car in case of an emergency.,
,Katherine,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2018",,This product is worth its weight in gold. Its performance exceeds my standards. I highly recommend it for anyone who has a vehicle or motorcycle.,
,Cynthia,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2019",,"I bought 2 of these pumps along with the cases recommended.
 

 My car tires were 27psi and I pumped them up to 32psi. (was a very cold day) I don't think I had the compressors charged enough. So, I only got 1 tire pumped up and had to recharge. These would be great if you had 1 low tire and needed to inflate to get somewhere. I'm impressed at the quality.
 

 Update: I found my 2nd Air Compressor, and it was fully charged. I pumped up 1 more tire 27psi to 32psi, but as soon as I began filling the tire, the battery light came on yellow, meaning, the battery was being used up really quick. It lasted 2 tires before I had to charge again. The nice thing about these, is you set the PSI or your measurements, screw on the compressor, then turn on, and it shows you the current pressure of the tire, and then you click on start and let it fill to your desired pressure. It shuts off automatically. It was snowy today so I could use these in the garage and stay warm.
 

 These get a little bit warm while filling but they are ok.
 

 Overall, I am very happy with these products. If it was me, I would keep 2 in the car all charged up just in case I needed extra filling to get somewhere.
 

 You can also charge these in the car- however, it takes longer to charge and would work best if you were on a long road trip. Basically, these worked well.",
,John,5.0 out of 5 stars,"5.0 out of 5 stars
  Very happy with my purchase","Reviewed in the United States on September 11, 2025",No,The battery power lasted long enough to add 3 lbs to each tire. The shift from 60’s to 30’s was no friend to my tire pressure. I like the ease of use and the fact that it shuts off after you reach your set psi. So much better than waiting in line for the air at the gas station. It’s nice to have in case of emergencies.,5 people found this helpful
,Dawn,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2021",,"This inflator meets our needs. I has worked on the items I tested it on. The quality is high enough, I bought a 2nd one. One for each car.",
,Carol,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2020",,"Surprisingly worked exactly as described. I had four low tires on my wife’s car at least 10 pounds each and did all four and succession shut off. Worked perfect cause it ran the battery down with that much of a charge or inflation, but on my bigger car which is a S class it only needs a pound or two per tire that was done within seconds and not a problem",
,RealDeal,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2022",,It made my winter tire pressure checks significantly less painful.,
,Chell,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2017",,Use it often and works great.,
,Janet,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2019",,This little machine is a true lifesaver during unexpected emergencies.,
,Scott A.,3.0 out of 5 stars,"3.0 out of 5 stars
  Works but has issues","Reviewed in the United States on March 12, 2024",,The inflator works but the hose is a bit short and it gets warm quickly. The digital display is nice. It's good enough for occasional use.,
,Amelia,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2019",,"I bought this portable air compressor based on Amazon reviews. I needed a reliable source of compressed air to power my ""arbor cannon"", a homemade device that shoots a weighted bean bag attached to slippery string up and over tree branches that are too high to get to without climbing a ladder. This was just the right thing. It can build up a nice PSI (check out the PSI regular PVC tubing can take!) It has a very long battery life that meets my needs in the field. Well made and so far very reliable. I've saved a lot of money much to the dismay of my local tree service. Try it if you're in the same boat I was. It's also good for any other inflatables you have to inflate. And, it comes with a variety of stem sizes. Look out, overhanging branches!",
,Anonymous,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2018",,I quickly topped up four tires and the battery was still green.,
,Cynthia,1.0 out of 5 stars,"1.0 out of 5 stars
  Disappointed","Reviewed in the United States on February 20, 2023",,This didn't work as expected. The battery died after one use and it took forever to inflate my tire. Not worth the money.,
,SandraDEUSA,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2020",,It’s worth buying just for the auto-stop peace of mind.,
,Zachary,5.0 out of 5 stars,"5.0 out of 5 stars
  One year later still works great","Reviewed in the United States on September 11, 2025",No,It’s a highly functional gadget that performs its core task well.,5 people found this helpful
,Samuel,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2017",,"I topped off 4 tires on a medium sized sedan, adding approximately 6 lb per tire.
 It filled the tires quite a bit faster than my defunct much larger portable air compressor from Lowe's. I didn't time it, but I would say it MAYBE took 10 minutes at the most. I started with a fully charged battery, and was approximately halfway through the battery when I was done. (yellow, which is anywhere from 70% to 30%) So you probably want to charge this after every use, so it's ready to go if you need to fill a whole tire. It is not super loud, but it is not particularly quiet, either. It gets QUITE warm during use, particularly the hose itself. My only real complaint would be that the battery indicator is green-yellow-red, rather than showing an actual battery percentage. Had that been an included feature, this would have made it to a 5-star review. As I am likely going to be charging it after every use anyway, that is not a deal killer, but a small detail they could have made better. Maybe that is available on the more expensive models they sell. It is small enough that it should fit in most glove compartments, which is nice. I cannot attest to it's durability over the long term, but I would recommended this for the use for which it was designed, which is ""emergency"" i.e., occasional use. It also comes with a USB-A port for charging phones and such.",
,Kelly,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2021",,I appreciated the speed and simplicity on a cold morning.,
,MGS,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2021",,"It charges via USB-C, which is super convenient with modern devices.",
,Juliana Asamoah,5.0 out of 5 stars,,,,Pumps up your tires quick and easy just turn the dial to what your using it on and how much air and it does the rest,
,Stephen,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2020",,The high PSI capability is great for inflating my high-performance tires.,
,Kal-El,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on August 28, 2021",,This little machine is wonderful. I ordered it in the AM and had it by 10 PM same day. Needed to pump up my lawn tractor tire that had mysteriously gone flat in the garage.....this worked PERFECTLY. Within minutes the tire was up and running. Would highly recommend purchasing this tool. VERY pleased with purchase.,
,Justin,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2022",,The ease of storage in the center console is unmatched.,
,Janet,5.0 out of 5 stars,,,,"I've only had it a couple of weeks, but it works great. Battery seems to last pretty good and I love the smaller compact size compared to other brands. Now I just need to see how long it lasts.",
,cg,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2020",,I trust this device to get the job done right every time.,
,Emily W.,5.0 out of 5 stars,"2.0 out of 5 stars
  Cheap feeling materials","Reviewed in the United States on October 3, 2025",Yes,"For the price, this feels very cheap. The buttons are mushy and the screen is hard to read in sunlight. It works well enough for now but I don't expect it to last long. Mediocre quality.",13 people found this helpful
,rdeank,4.0 out of 5 stars,"4.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on September 11, 2024",,I appreciated that it was almost fully charged right out of the box.,
,Donna,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2020",,"Edit: vendor has made things right by sending a replacement that works perfectly.
 

 The product does not hold a charge, and will not charge above 30% even when not in use. Durability is questionable as I’ve had this item for less than 2months.
 

 When charged, the product inflates bicycle tires without issue at 55psi.",
,Debra,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2019",,I was able to balance all four tires on one quick charge.,
,edward dunn,5.0 out of 5 stars,"5.0 out of 5 stars
  found a new number 1 girlfriend","Reviewed in the United States on March 12, 2025",No,This is a game-changer for maintaining correct pressure.,5 people found this helpful
,Amozon Customer,4.0 out of 5 stars,,,,"The bright, flashing red light is a good safety feature for the roadside.",
,Margaret,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on September 28, 2018",,This inflator has eliminated my need for quarters entirely.,
,Nicole,5.0 out of 5 stars,,,,"Don't let the small size fool you—this thing is a powerhouse. It doesn't take five minutes to get it hooked up, and another five waiting for it to fill. It’s fast and the screw-on hose connection means no air loss when you disconnect. It’s light, simple to use, and honestly, a better piece of equipment than the huge, corded unit I used to have.",
,Katherine,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2019",,"Maybe im old school, but I find it shocking how well this thing works for its small size. Figured it would take forever to add air but its very quick. And it it has the added bonus of a flashlight and red hazard lights",
,steve roden,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2021",,I finally feel confident managing my own tire health.,
,Deborah,4.0 out of 5 stars,,,,I finally have control over my exact tire pressure at home.,
,Eula,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2017",,I filled my car and motorcycle tires quickly and accurately.,
,Matthew,3.0 out of 5 stars,"3.0 out of 5 stars
  Decent but not great",,,It gets the job done but it's not the fastest. Battery life is acceptable. Good to have in the car for emergencies but I wouldn't rely on it exclusively.,
,Alexander,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on May 5, 2024",,"The battery life is phenomenal. I used it over three separate weekends to adjust the pressure in my car, my spouse's SUV, and two trailers, and I only charged it once when it first arrived. It’s a bit slower than a full-size compressor, but the cordless freedom and the set-it-and-forget-it auto-stop feature are well worth the wait.",
,tammy r. blake,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2019",,My family members all want one now after seeing mine work.,
,Ashley,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2021",,"Life saver! It airs up my tires so fast! The battery life is impressive! I used it 8 times before I had to recharge it so it wasn’t a one and done! It’s super functional as we’ve used it to blow up pool floats, car tires, footballs! It’s an amazing price too! The size is perfect for your glove box without taking up all the room!",
,Just my two cents...,5.0 out of 5 stars,,,,It saved me a major headache when I found a tire half-flat recently.,
,Jennifer K.,5.0 out of 5 stars,"1.0 out of 5 stars
  Doesn't reach advertised PSI","Reviewed in the United States on November 8, 2025",Yes,This inflator can barely reach 35 PSI on my car tires. It gets hot and shuts off before finishing. The advertised specs are completely misleading. Save your money and buy something that actually works.,18 people found this helpful
,Michael,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2020",,"Game changer! Works extremely well. I bought this in February 2025 and didn't use it until October 2025. It was still fully charged and inflated all 4 of my tires to 35psi in 5 minutes total. I highly recommend especially when some gas stations try to chage you for air!
 

 It was also very easy to use, just like a gas station air pump.",
,Diane,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2017",,The automatic shut-off feature is the real highlight here.,
,Emilie C. Grimes,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2018",,I use this weekly to maintain optimal fuel efficiency.,
,Rebecca,5.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on March 12, 2023",,It’s a very practical and highly effective piece of equipment.,
,Dawn,5.0 out of 5 stars,"5.0 out of 5 stars
  Super Easy and works like a charm","Reviewed in the United States on May 5, 2025",No,I no longer worry about temperature drops affecting my tire pressure.,30 people found this helpful
,Walter B.,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2018",,"This small compressor is very impressive. It inflated 2 completely flat 235/45-17"" tires and still had 3/4+ battery capacity. I think it can inflate a few completely flat, larger truck tires on a single charge. Easy to use, with connections at either end bring precise (no air leakage).",
,Elizabeth,5.0 out of 5 stars,,,,This inflator is an exceptional investment for vehicle safety.,
,dlcict,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2020",,This inflator has eliminated my need for quarters entirely.,
,Susan,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2021",,I love my inflator! It works well. It is small and stores well. The battery will fill a tire or top off many times before having to recharge. I did have one quit working for me I got in touch with customer service and they replaced it with a new one in just days. The new one works perfect! I will definitely use this company again!!!,
,Anthony,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2018",,I keep it in my car trunk and forget about gas station air.,
,dlcict,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2022",,"This portable air compressor is incredibly convenient and easy to use, making tire inflation quick and hassle-free. The digital pressure gauge is accurate, and the auto shut-off feature ensures perfect pressure every time.",
,G.G.,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on September 11, 2021",,Must have product for your car. This thing is amazing. Airs up tire so quickly and it’s easy to store. Holds a charge for a while depending on how much air you need to put in your tire. Great value for the price!,
,Maria,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2021",,"When the temperature drops at night, one or more of my SUV tires will lose a little pressure, and the annoying tire light comes on. I have trouble seeing the tiny numbers on my tire gauge and using enough force to push and hold the gas station air hose on to fill the tires.
 

 Don't let the compact size fool you. This little device is magic. It's easy to see and read, even in the dark. It screws onto the tire valve (you don't have to press and hold), automatically checks the pressure, fills the tire to the pressure you entered, and then stops. For such a small device, it filled the tires within just a few minutes.
 

 It is easy to charge with the included USB cable and comes with a carrying bag to keep it in. I wish I had found it sooner.",
,wngs,4.0 out of 5 stars,"4.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on September 11, 2023",,I use it to manage my seasonal pressure fluctuations perfectly.,
,Scott Gresko,5.0 out of 5 stars,5.0 out of 5 stars,"Reviewed in the United States on September 11, 2022",,The automatic shut-off feature is the real highlight here.,
,Tom R.,5.0 out of 5 stars,"2.0 out of 5 stars
  Confusing instructions","Reviewed in the United States on October 18, 2025",No,"The manual is poorly translated and hard to understand. Took me 30 minutes to figure out how to set the target pressure. Once I got it working it's okay, but user experience is frustrating.",5 people found this helpful
,Janet,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on August 28, 2024",,My husband ordered this and is extremely pleased with it. He’s even considering these for Christmas gifts for our kids.,
,Susan,2.0 out of 5 stars,"2.0 out of 5 stars
  Meh, it's okay I guess",,,It works but barely. Takes way too long to inflate a tire and the battery drains super fast. Expected better for the price.,
,Kevin,5.0 out of 5 stars,,,,The pre-set modes for different items save so much time.,
,Amelia,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on May 5, 2023",,The unit stays cool enough during short inflation bursts.,
,Jones Ridge,5.0 out of 5 stars,"5.0 out of 5 stars
  Worth the money spent!","Reviewed in the United States on March 12, 2025",No,This device is incredibly easy to maintain and keep charged.,5 people found this helpful
,Lisa M.,5.0 out of 5 stars,"2.0 out of 5 stars
  Loud and bulky","Reviewed in the United States on October 30, 2025",Yes,"This thing is SO LOUD. Woke up my whole family when I used it in the garage. Also bigger than I expected, doesn't fit well in my car. Works okay but there are probably better options out there.",7 people found this helpful
,E. Pichon,5.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on March 12, 2022",,The pump is extremely accurate compared to my professional gauge.,
,Rebecca,3.0 out of 5 stars,"3.0 out of 5 stars
  Works but has issues","Reviewed in the United States on March 12, 2017",,The inflator works but the hose is a bit short and it gets warm quickly. The digital display is nice. It's good enough for occasional use.,
,Lisa,5.0 out of 5 stars,,,,I bought one and quickly purchased another for my second car.,
,Sarah L.,5.0 out of 5 stars,"2.0 out of 5 stars
  Works but very slow","Reviewed in the United States on November 20, 2025",Yes,"It does work, but takes forever to inflate even a bike tire. The motor sounds like it's struggling. For the price, I expected better performance. It's okay for emergencies I guess.",9 people found this helpful
,Zachary,5.0 out of 5 stars,,,,This device is incredibly functional and versatile.,
,Tucker Langel,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2017",,I was shocked at how fast it topped off my large truck tires.,
,Mary,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2020",,It accurately checks the current pressure before starting inflation.,
